Date,Ticker,Sector,Open,High,Low,Close,Volume
2021-02-18,AAPL,Technology,137.9707,138.5063,137.8977,138.0429,49319701
2021-02-19,AAPL,Technology,140.2066,141.0126,138.4151,140.165,74146227
2021-02-22,AAPL,Technology,137.4266,137.4417,134.6928,137.1802,81774345
2021-02-23,AAPL,Technology,138.1817,139.3419,136.1972,137.7588,91522984
2021-02-24,AAPL,Technology,132.9547,133.1901,130.2693,133.0441,91303822
2021-02-25,AAPL,Technology,129.8888,130.6392,126.873,129.9596,61743152
2021-02-26,AAPL,Technology,130.928,133.6802,129.8048,130.4796,70713503
2021-03-01,AAPL,Technology,132.7531,133.0853,132.1549,132.2851,93640353
2021-03-02,AAPL,Technology,132.3512,135.9111,132.7363,132.7535,57907524
2021-03-03,AAPL,Technology,132.8176,135.7879,131.1107,132.537,71076568
2021-03-04,AAPL,Technology,131.5629,133.3208,130.54,131.88,57499464
2021-03-05,AAPL,Technology,127.9258,130.4732,128.4138,128.4743,53761383
2021-03-08,AAPL,Technology,126.4843,129.3916,126.5854,126.8775,64351188
2021-03-09,AAPL,Technology,126.445,128.9081,124.3804,125.8864,51602846
2021-03-10,AAPL,Technology,128.9752,130.7928,125.6723,128.3625,60981166
2021-03-11,AAPL,Technology,129.1872,131.5375,126.7856,129.217,46495400
2021-03-12,AAPL,Technology,125.4132,127.3242,122.6156,125.2371,59909886
2021-03-15,AAPL,Technology,126.1085,128.4576,124.4477,126.0265,72555874
2021-03-16,AAPL,Technology,124.6014,125.2406,123.1996,125.2123,53154927
2021-03-17,AAPL,Technology,124.279,124.4591,122.6204,123.7516,63600885
2021-03-18,AAPL,Technology,124.8301,126.1847,124.7025,125.178,66131331
2021-03-19,AAPL,Technology,127.8721,127.8844,125.7579,127.5801,72646145
2021-03-22,AAPL,Technology,129.184,131.3555,128.6997,129.7951,60932452
2021-03-23,AAPL,Technology,127.4188,128.8306,125.9813,127.9068,87847272
2021-03-24,AAPL,Technology,127.788,130.414,124.2156,127.2541,33769708
2021-03-25,AAPL,Technology,128.407,129.2629,126.1275,128.0727,153111393
2021-03-26,AAPL,Technology,130.7318,133.3943,130.2402,130.4002,48837562
2021-03-29,AAPL,Technology,129.4382,130.4932,128.6515,129.3385,71582946
2021-03-30,AAPL,Technology,128.6439,130.7836,126.897,128.965,47860928
2021-03-31,AAPL,Technology,126.6772,127.2392,123.9229,126.4791,76947264
2021-04-01,AAPL,Technology,124.3585,124.1558,122.311,123.8406,68910641
2021-04-02,AAPL,Technology,125.3708,125.8441,122.6919,125.7217,52176166
2021-04-05,AAPL,Technology,128.468,131.6795,126.5746,128.8866,87511137
2021-04-06,AAPL,Technology,129.3577,130.6501,126.9638,128.7776,60379618
2021-04-07,AAPL,Technology,131.2891,132.8786,130.3929,131.184,74739194
2021-04-08,AAPL,Technology,131.8128,133.266,131.7503,132.1001,48167856
2021-04-09,AAPL,Technology,131.217,133.5488,128.7378,130.6338,62838853
2021-04-12,AAPL,Technology,131.9143,133.112,129.8931,131.5455,115683966
2021-04-13,AAPL,Technology,134.8995,137.2986,132.5462,135.2991,84667305
2021-04-14,AAPL,Technology,135.0449,138.1643,132.5912,135.2727,69555576
2021-04-15,AAPL,Technology,138.6024,139.4394,138.9932,139.1993,55432364
2021-04-16,AAPL,Technology,132.8566,134.2071,132.2193,132.8474,64721239
2021-04-19,AAPL,Technology,135.3411,136.0083,133.8549,134.8881,67296596
2021-04-20,AAPL,Technology,135.5269,137.3725,132.2936,135.1604,72574120
2021-04-21,AAPL,Technology,135.0009,136.308,132.0828,134.4954,45917288
2021-04-22,AAPL,Technology,134.6776,134.905,131.8398,134.7784,77506534
2021-04-23,AAPL,Technology,130.4458,130.1003,128.2027,130.1003,45739485
2021-04-26,AAPL,Technology,129.6744,129.8223,129.5579,129.6452,103459229
2021-04-27,AAPL,Technology,130.1825,131.5328,128.2684,130.54,50317421
2021-04-28,AAPL,Technology,133.7579,134.1244,133.212,134.1195,69326578
2021-04-29,AAPL,Technology,133.5546,133.6794,131.8142,132.934,85745416
2021-04-30,AAPL,Technology,131.3895,133.8525,129.1805,131.0724,58799058
2021-05-03,AAPL,Technology,129.6963,131.0092,129.0188,129.9524,70247159
2021-05-04,AAPL,Technology,132.5895,132.7709,130.0922,132.1708,97552854
2021-05-05,AAPL,Technology,133.5497,135.6977,132.9647,133.0151,75125553
2021-05-06,AAPL,Technology,132.1472,133.1078,130.4631,131.8121,70562938
2021-05-07,AAPL,Technology,133.3097,133.3565,131.5798,133.0954,38259972
2021-05-10,AAPL,Technology,133.6674,133.9462,132.6567,133.3882,47929116
2021-05-11,AAPL,Technology,135.9092,139.0281,132.5445,135.7954,86826849
2021-05-12,AAPL,Technology,133.8357,136.168,131.7913,134.1505,75250681
2021-05-13,AAPL,Technology,133.7077,135.9533,130.428,133.4216,78750115
2021-05-14,AAPL,Technology,132.5613,134.2291,130.453,132.5429,76742751
2021-05-17,AAPL,Technology,129.7141,131.8269,128.1773,129.155,93388370
2021-05-18,AAPL,Technology,130.1821,131.4032,129.6471,129.9037,58640165
2021-05-19,AAPL,Technology,130.8284,132.954,130.1228,130.5743,65758559
2021-05-20,AAPL,Technology,130.3499,133.2811,128.0167,130.6451,46583088
2021-05-21,AAPL,Technology,129.9518,131.2451,130.0832,130.1531,43225607
2021-05-24,AAPL,Technology,127.3888,129.1613,126.07,126.9362,38733995
2021-05-25,AAPL,Technology,126.1137,129.0197,124.4483,126.0355,48632440
2021-05-26,AAPL,Technology,125.167,125.8275,124.6469,125.3167,101049289
2021-05-27,AAPL,Technology,123.8653,124.763,120.564,123.5756,39806162
2021-05-28,AAPL,Technology,123.6908,123.3081,122.3598,123.2729,57903571
2021-05-31,AAPL,Technology,124.8128,125.5879,121.8526,124.2286,43029944
2021-06-01,AAPL,Technology,128.84,131.2032,127.1186,128.5766,52960569
2021-06-02,AAPL,Technology,129.642,129.206,127.4418,129.0393,66736231
2021-06-03,AAPL,Technology,129.9805,132.4943,127.036,129.6972,51408580
2021-06-04,AAPL,Technology,129.9707,131.3724,127.627,129.5819,87947436
2021-06-07,AAPL,Technology,124.7779,127.9483,122.6005,125.2391,100487495
2021-06-08,AAPL,Technology,124.9975,126.1438,124.8331,125.2357,32301418
2021-06-09,AAPL,Technology,125.6446,127.9262,123.0777,125.428,51673349
2021-06-10,AAPL,Technology,131.3372,133.0483,130.6252,131.1734,64559191
2021-06-11,AAPL,Technology,131.3099,130.8185,129.713,130.7788,88914476
2021-06-14,AAPL,Technology,130.9602,133.3549,129.207,131.5498,55343907
2021-06-15,AAPL,Technology,131.2727,132.6874,130.2815,131.5268,63045661
2021-06-16,AAPL,Technology,128.6331,131.2071,126.9288,128.8469,44827267
2021-06-17,AAPL,Technology,131.016,134.1623,129.2344,131.584,40044891
2021-06-18,AAPL,Technology,133.3474,135.7237,131.2102,133.4371,97851915
2021-06-21,AAPL,Technology,134.8112,136.6774,135.2235,135.4116,36694207
2021-06-22,AAPL,Technology,133.4619,135.5103,132.0478,133.273,127539429
2021-06-23,AAPL,Technology,136.331,138.1727,135.8912,136.7426,78837224
2021-06-24,AAPL,Technology,132.8636,134.3219,130.9819,133.3953,77775913
2021-06-25,AAPL,Technology,134.7808,138.1781,131.7283,134.8725,75375362
2021-06-28,AAPL,Technology,140.3859,140.9891,140.2568,140.3597,58793667
2021-06-29,AAPL,Technology,137.408,139.3332,137.0375,137.9414,71340573
2021-06-30,AAPL,Technology,136.8833,138.0476,134.3722,136.6039,59929618
2021-07-01,AAPL,Technology,136.7705,137.8153,134.1907,136.9107,74870641
2021-07-02,AAPL,Technology,135.7136,136.6478,133.3187,135.7366,62786112
2021-07-05,AAPL,Technology,132.2668,135.2574,130.7512,132.0598,47690652
2021-07-06,AAPL,Technology,131.7228,132.5324,132.1218,132.2824,48845784
2021-07-07,AAPL,Technology,129.5722,130.1342,128.5339,129.8354,47207753
2021-07-08,AAPL,Technology,131.1678,133.1297,128.6064,131.0058,84869101
2021-07-09,AAPL,Technology,128.2885,132.0237,126.4993,128.9136,52699495
2021-07-12,AAPL,Technology,132.8538,134.9632,131.3274,132.6204,35737798
2021-07-13,AAPL,Technology,130.5778,131.7092,129.5067,130.8226,71442395
2021-07-14,AAPL,Technology,130.6014,133.2048,127.2164,130.125,99902542
2021-07-15,AAPL,Technology,131.6479,135.224,131.2338,132.1039,79979057
2021-07-16,AAPL,Technology,129.7625,129.9222,127.9346,129.2674,52923252
2021-07-19,AAPL,Technology,130.1174,132.0641,127.9348,129.8562,39401202
2021-07-20,AAPL,Technology,132.363,134.9459,130.524,133.0076,60919872
2021-07-21,AAPL,Technology,129.208,132.367,127.3301,129.2723,60465484
2021-07-22,AAPL,Technology,130.202,130.3727,128.6986,129.7611,47421702
2021-07-23,AAPL,Technology,131.0504,130.7604,127.1946,130.4282,74824925
2021-07-26,AAPL,Technology,132.2483,132.6426,131.5038,132.3362,110368836
2021-07-27,AAPL,Technology,130.0173,130.8854,127.0809,129.4805,67797456
2021-07-28,AAPL,Technology,126.4132,128.784,123.3624,126.4962,66551941
2021-07-29,AAPL,Technology,127.862,129.7064,126.5906,127.7477,47878734
2021-07-30,AAPL,Technology,128.1587,130.7839,125.5715,128.4902,96453813
2021-08-02,AAPL,Technology,128.7407,131.9617,128.2855,129.129,62010058
2021-08-03,AAPL,Technology,129.3631,130.8024,127.4421,129.9952,53311437
2021-08-04,AAPL,Technology,128.1771,129.2666,125.4605,128.4715,64647302
2021-08-05,AAPL,Technology,129.0148,131.4321,127.7988,129.0678,73070758
2021-08-06,AAPL,Technology,130.0333,130.0722,129.6515,129.8089,66128808
2021-08-09,AAPL,Technology,128.6421,130.7886,127.6407,128.2081,91075231
2021-08-10,AAPL,Technology,133.2206,134.4514,129.9946,132.6466,71167149
2021-08-11,AAPL,Technology,133.9993,136.3287,132.9661,133.843,58244945
2021-08-12,AAPL,Technology,131.0906,131.2868,129.0019,131.0625,71535764
2021-08-13,AAPL,Technology,133.2386,134.6189,131.1489,132.6803,73679970
2021-08-16,AAPL,Technology,130.13,131.6329,130.0902,130.4315,42988261
2021-08-17,AAPL,Technology,132.5724,134.9574,130.5466,132.3521,89538238
2021-08-18,AAPL,Technology,135.3781,136.0415,134.2064,135.202,57949309
2021-08-19,AAPL,Technology,133.1829,134.754,132.1109,133.2794,58395737
2021-08-20,AAPL,Technology,136.2637,135.8889,135.0774,135.6718,79459913
2021-08-23,AAPL,Technology,136.4612,138.2627,133.4014,136.7451,79359600
2021-08-24,AAPL,Technology,138.5699,140.5908,135.5699,138.8461,51397542
2021-08-25,AAPL,Technology,143.7203,147.0645,140.5185,143.7331,80697722
2021-08-26,AAPL,Technology,143.5426,144.6303,141.9298,143.164,53608381
2021-08-27,AAPL,Technology,140.9596,141.8618,138.3328,141.2984,109476703
2021-08-30,AAPL,Technology,138.5191,139.7623,137.9488,139.1166,49470754
2021-08-31,AAPL,Technology,137.6739,139.9418,136.0708,137.1504,68148087
2021-09-01,AAPL,Technology,136.488,138.0124,134.6575,137.0218,50160836
2021-09-02,AAPL,Technology,137.583,139.7037,136.3264,137.9279,123550323
2021-09-03,AAPL,Technology,138.4804,139.9055,138.0845,138.6789,43750086
2021-09-06,AAPL,Technology,141.23,141.9062,140.5191,140.8226,74228538
2021-09-07,AAPL,Technology,141.557,142.07,138.6446,140.9189,50874750
2021-09-08,AAPL,Technology,144.7278,148.1246,144.2721,144.7196,57031718
2021-09-09,AAPL,Technology,143.524,145.5115,142.4878,144.0967,72668006
2021-09-10,AAPL,Technology,151.4005,152.1296,150.8614,151.3958,91580209
2021-09-13,AAPL,Technology,153.4504,156.3882,152.6385,153.1794,103219607
2021-09-14,AAPL,Technology,151.2768,152.5589,149.4328,150.902,39995041
2021-09-15,AAPL,Technology,147.5847,150.5817,145.0491,148.0877,68728587
2021-09-16,AAPL,Technology,149.7365,150.3044,146.1496,149.4466,98266968
2021-09-17,AAPL,Technology,148.4153,148.9211,147.8666,148.9137,38253940
2021-09-20,AAPL,Technology,151.2585,152.8505,147.7439,150.9078,69696835
2021-09-21,AAPL,Technology,151.6331,152.34,149.0915,152.2672,63384206
2021-09-22,AAPL,Technology,152.7308,153.0549,149.6802,152.1362,71822831
2021-09-23,AAPL,Technology,149.3107,150.7356,148.1006,149.9023,50307222
2021-09-24,AAPL,Technology,146.093,146.8309,142.498,145.9358,41229508
2021-09-27,AAPL,Technology,144.6749,145.6807,142.0068,144.8327,35727043
2021-09-28,AAPL,Technology,147.8255,149.416,145.5187,147.1488,85008822
2021-09-29,AAPL,Technology,147.659,149.3683,146.0873,147.7835,88327774
2021-09-30,AAPL,Technology,144.8556,147.1094,141.5779,144.5716,69452666
2021-10-01,AAPL,Technology,145.0885,146.5826,144.6187,145.0883,54033020
2021-10-04,AAPL,Technology,146.3559,148.1096,142.9314,146.1638,38975221
2021-10-05,AAPL,Technology,144.0736,144.3433,141.5368,143.9216,75101723
2021-10-06,AAPL,Technology,143.8696,146.8834,141.5202,144.3853,45586247
2021-10-07,AAPL,Technology,144.4453,147.8396,141.7253,144.6017,51236403
2021-10-08,AAPL,Technology,141.732,143.2064,138.2421,141.7209,53190012
2021-10-11,AAPL,Technology,143.1186,142.9471,140.8252,142.7008,59774508
2021-10-12,AAPL,Technology,144.3009,146.4791,143.0908,144.2134,50507797
2021-10-13,AAPL,Technology,146.7556,147.1553,146.1014,147.1186,64063673
2021-10-14,AAPL,Technology,150.0568,153.1388,149.3335,150.0033,52630424
2021-10-15,AAPL,Technology,146.8977,148.1705,143.9563,146.3951,78276840
2021-10-18,AAPL,Technology,144.4293,145.6342,141.0696,144.0094,86414780
2021-10-19,AAPL,Technology,145.9323,148.6246,143.4759,145.4161,65523094
2021-10-20,AAPL,Technology,146.2102,148.2568,146.112,146.8332,72866409
2021-10-21,AAPL,Technology,148.8632,149.0217,144.8091,148.2675,119724904
2021-10-22,AAPL,Technology,159.5861,160.534,157.1649,158.9862,44614498
2021-10-25,AAPL,Technology,161.4529,160.9681,159.2878,160.7007,43807254
2021-10-26,AAPL,Technology,163.3941,165.6333,163.2882,164.093,78127275
2021-10-27,AAPL,Technology,166.8992,171.1738,165.1693,167.0103,113727213
2021-10-28,AAPL,Technology,168.7538,169.9864,166.3111,169.0561,58656024
2021-10-29,AAPL,Technology,167.9607,168.464,165.5246,168.1751,106472849
2021-11-01,AAPL,Technology,170.5041,173.6469,169.1014,170.5651,65285501
2021-11-02,AAPL,Technology,168.6359,168.3198,164.9932,168.2846,51705992
2021-11-03,AAPL,Technology,167.9153,169.6727,163.4754,167.6442,47116918
2021-11-04,AAPL,Technology,166.767,169.4729,164.3837,166.2607,76605121
2021-11-05,AAPL,Technology,165.8587,169.7731,164.8473,166.5809,48199668
2021-11-08,AAPL,Technology,174.2359,177.0113,172.8903,173.746,64989317
2021-11-09,AAPL,Technology,168.1093,168.6686,166.6972,168.079,101990469
2021-11-10,AAPL,Technology,170.4498,173.4038,166.7116,170.2447,57847240
2021-11-11,AAPL,Technology,164.9434,169.131,164.414,165.4481,94070331
2021-11-12,AAPL,Technology,164.7925,167.2356,162.4696,164.1225,44056672
2021-11-15,AAPL,Technology,167.7046,171.1685,165.6833,167.4465,54036899
2021-11-16,AAPL,Technology,167.9378,168.3719,165.51,167.7158,41583217
2021-11-17,AAPL,Technology,164.9237,165.6823,161.2855,164.5676,64828083
2021-11-18,AAPL,Technology,162.2329,163.5168,159.3454,162.5355,80147069
2021-11-19,AAPL,Technology,164.4863,168.346,162.5814,164.61,64870695
2021-11-22,AAPL,Technology,162.026,162.846,161.2986,162.5332,91647975
2021-11-23,AAPL,Technology,163.0499,166.5951,161.8517,163.2412,50657439
2021-11-24,AAPL,Technology,163.9329,164.5599,162.1916,163.4487,67859723
2021-11-25,AAPL,Technology,161.2342,165.4097,160.1463,161.6155,54141395
2021-11-26,AAPL,Technology,167.755,169.1822,164.6508,168.0499,70692737
2021-11-29,AAPL,Technology,170.386,170.9848,168.3345,170.055,73770629
2021-11-30,AAPL,Technology,163.6553,166.7562,163.2825,164.0414,75532169
2021-12-01,AAPL,Technology,165.1248,167.7992,161.3231,164.667,46000927
2021-12-02,AAPL,Technology,162.1202,165.6349,160.2196,162.7903,48565627
2021-12-03,AAPL,Technology,165.2699,165.5106,162.3205,165.3818,51344280
2021-12-06,AAPL,Technology,162.3521,166.6979,160.0274,163.1127,59037665
2021-12-07,AAPL,Technology,162.9429,163.0082,161.4932,162.8495,65104637
2021-12-08,AAPL,Technology,164.1195,168.1012,163.9506,164.4105,78434713
2021-12-09,AAPL,Technology,166.7759,170.8308,167.0518,167.0678,49176223
2021-12-10,AAPL,Technology,164.1028,167.0254,160.4995,163.5705,39233621
2021-12-13,AAPL,Technology,162.7866,162.9353,158.9812,162.6618,121093480
2021-12-14,AAPL,Technology,162.1547,162.6673,160.3339,161.3497,45168681
2021-12-15,AAPL,Technology,160.0244,162.9573,159.5257,159.5352,81510918
2021-12-16,AAPL,Technology,164.3345,164.9266,162.3351,164.7604,64021561
2021-12-17,AAPL,Technology,165.4264,166.1337,163.3857,166.0406,68390337
2021-12-20,AAPL,Technology,162.8484,164.6861,159.5977,162.3876,63394348
2021-12-21,AAPL,Technology,165.422,166.1251,161.0973,165.1671,56508286
2021-12-22,AAPL,Technology,172.1294,174.3526,170.6554,171.6756,72895838
2021-12-23,AAPL,Technology,174.1679,178.6365,173.3103,174.9746,55604475
2021-12-24,AAPL,Technology,170.4388,172.9906,169.7535,170.3308,89992891
2021-12-27,AAPL,Technology,169.0755,171.3821,168.8892,168.9286,75216616
2021-12-28,AAPL,Technology,173.3469,174.8148,171.6382,172.903,75922880
2021-12-29,AAPL,Technology,170.6021,171.7685,169.0699,170.7913,54472879
2021-12-30,AAPL,Technology,172.9762,176.2395,169.405,172.2387,59082421
2021-12-31,AAPL,Technology,174.7841,175.6602,174.7166,174.7357,44410060
2022-01-03,AAPL,Technology,172.7489,174.7134,171.0812,171.9218,57050397
2022-01-04,AAPL,Technology,172.1846,174.3628,167.7488,171.815,46472795
2022-01-05,AAPL,Technology,162.0773,164.886,160.8434,162.1506,94043779
2022-01-06,AAPL,Technology,159.0577,163.0091,155.9446,159.2598,64392721
2022-01-07,AAPL,Technology,158.6093,161.3482,157.4078,158.6087,66752318
2022-01-10,AAPL,Technology,155.3865,156.2237,151.8829,155.1559,59281418
2022-01-11,AAPL,Technology,160.0718,162.2495,156.5749,159.8545,67296857
2022-01-12,AAPL,Technology,156.1817,157.6356,154.5674,155.862,132860958
2022-01-13,AAPL,Technology,155.2239,155.3584,150.9085,154.702,57962588
2022-01-14,AAPL,Technology,155.5692,157.5009,153.9713,155.1362,52180870
2022-01-17,AAPL,Technology,159.8239,162.4822,159.1297,159.2853,74347333
2022-01-18,AAPL,Technology,155.3469,157.1876,152.9691,155.2911,29729037
2022-01-19,AAPL,Technology,158.0986,160.9191,155.7805,158.648,64652508
2022-01-20,AAPL,Technology,159.4175,161.0632,157.1328,158.7487,56731294
2022-01-21,AAPL,Technology,155.8125,156.2417,152.2618,156.0389,47094013
2022-01-24,AAPL,Technology,157.2923,157.7458,155.8658,157.413,73859686
2022-01-25,AAPL,Technology,158.6512,161.5377,156.7019,158.0491,64459452
2022-01-26,AAPL,Technology,155.9695,159.796,155.9758,156.4212,36933433
2022-01-27,AAPL,Technology,156.213,159.577,153.8934,156.6883,52241698
2022-01-28,AAPL,Technology,156.1465,159.5565,151.9004,155.6754,26665177
2022-01-31,AAPL,Technology,156.6841,158.4933,155.9601,156.064,69256753
2022-02-01,AAPL,Technology,157.951,161.3536,154.3026,158.0063,69049917
2022-02-02,AAPL,Technology,162.3873,162.9277,162.5549,162.6552,49991615
2022-02-03,AAPL,Technology,159.6473,162.5348,158.8961,159.1429,74580097
2022-02-04,AAPL,Technology,164.7599,167.0412,161.604,165.4463,43167602
2022-02-07,AAPL,Technology,159.3436,160.7221,157.6848,159.8058,47459881
2022-02-08,AAPL,Technology,159.0725,159.844,156.1231,159.4415,71879923
2022-02-09,AAPL,Technology,160.6428,165.1332,160.2413,161.2114,51585459
2022-02-10,AAPL,Technology,162.86,163.8839,159.1774,162.1018,62242794
2022-02-11,AAPL,Technology,160.8456,161.6752,157.5583,160.3672,53556927
2022-02-14,AAPL,Technology,159.4119,160.3577,156.8683,159.8395,56067735
2022-02-15,AAPL,Technology,158.2693,161.1693,154.784,158.4986,56807740
2022-02-16,AAPL,Technology,156.4424,160.0699,153.5505,156.8966,51306263
2022-02-17,AAPL,Technology,159.1354,162.8316,156.0189,159.3862,69447757
2022-02-18,AAPL,Technology,159.8164,162.43,157.6872,160.486,52534038
2022-02-21,AAPL,Technology,158.6686,161.7545,155.1476,158.5681,63723019
2022-02-22,AAPL,Technology,161.3593,163.2668,157.7792,161.2292,50969140
2022-02-23,AAPL,Technology,162.3975,163.306,160.1196,162.1964,40026841
2022-02-24,AAPL,Technology,163.9734,166.5531,161.8062,164.6612,83393505
2022-02-25,AAPL,Technology,167.15,166.8502,164.1912,166.6129,73677536
2022-02-28,AAPL,Technology,164.1507,167.1955,162.4712,164.219,126020486
2022-03-01,AAPL,Technology,162.9167,165.8043,162.0844,162.6447,46369782
2022-03-02,AAPL,Technology,164.6144,167.1397,164.2622,164.9214,59569977
2022-03-03,AAPL,Technology,167.6349,170.5281,164.1971,166.8184,61025244
2022-03-04,AAPL,Technology,166.3221,168.8718,165.7531,166.8307,85340632
2022-03-07,AAPL,Technology,167.2463,169.2791,166.5823,167.2587,54473126
2022-03-08,AAPL,Technology,170.9896,174.9074,168.6876,171.2269,44635401
2022-03-09,AAPL,Technology,169.1984,171.4132,168.4829,169.4895,91120486
2022-03-10,AAPL,Technology,170.6035,172.0848,171.036,171.2439,57676214
2022-03-11,AAPL,Technology,170.1447,173.1214,168.9033,170.6986,82552373
2022-03-14,AAPL,Technology,170.09,172.8495,166.8323,170.1076,79718316
2022-03-15,AAPL,Technology,173.675,175.1987,172.1154,173.5836,62857654
2022-03-16,AAPL,Technology,175.6288,178.7768,172.6711,176.2612,60192379
2022-03-17,AAPL,Technology,178.5456,179.9201,175.2861,178.9417,56394431
2022-03-18,AAPL,Technology,183.8758,184.5879,182.9449,183.2788,63135418
2022-03-21,AAPL,Technology,184.2926,186.0503,179.5006,183.4306,82168328
2022-03-22,AAPL,Technology,185.5466,189.4848,182.8416,185.7797,49944271
2022-03-23,AAPL,Technology,184.0649,187.4009,184.1125,184.8282,65529049
2022-03-24,AAPL,Technology,186.5439,186.8078,184.4719,185.9935,45342756
2022-03-25,AAPL,Technology,185.123,186.6546,185.0575,185.6419,47068688
2022-03-28,AAPL,Technology,185.5843,187.2744,181.4018,186.05,62837885
2022-03-29,AAPL,Technology,188.8358,191.8663,186.3856,188.1384,35226282
2022-03-30,AAPL,Technology,185.9355,186.1763,182.9597,185.4713,117684515
2022-03-31,AAPL,Technology,192.3899,193.1283,190.2013,192.6766,44341537
2022-04-01,AAPL,Technology,190.1006,189.4937,185.9509,189.3041,62665641
2022-04-04,AAPL,Technology,184.7531,186.3982,184.8708,185.295,90044606
2022-04-05,AAPL,Technology,189.223,191.49,188.1504,189.2834,48958267
2022-04-06,AAPL,Technology,191.4227,194.4263,189.3491,192.0864,31786153
2022-04-07,AAPL,Technology,194.5322,199.2003,193.2237,194.3439,55498507
2022-04-08,AAPL,Technology,196.4422,200.7113,192.5661,196.643,48783578
2022-04-11,AAPL,Technology,195.7646,197.6934,193.4448,196.6881,32038163
2022-04-12,AAPL,Technology,193.6446,196.6017,193.1914,193.6241,69082872
2022-04-13,AAPL,Technology,193.9948,196.4066,189.37,193.9757,67489229
2022-04-14,AAPL,Technology,190.8204,194.3536,189.0193,191.712,89347905
2022-04-15,AAPL,Technology,195.8566,195.9786,190.4365,195.1945,45312963
2022-04-18,AAPL,Technology,194.6668,195.9224,190.1385,194.7661,39255788
2022-04-19,AAPL,Technology,192.411,192.5154,190.0999,191.9798,56138561
2022-04-20,AAPL,Technology,190.5403,191.7867,187.9974,190.9584,61765012
2022-04-21,AAPL,Technology,193.0498,194.3563,191.2704,192.4696,83616824
2022-04-22,AAPL,Technology,189.8983,194.2947,186.976,190.6122,96835170
2022-04-25,AAPL,Technology,188.2298,190.5542,187.5637,187.8965,91302996
2022-04-26,AAPL,Technology,188.5947,189.1197,184.1776,188.8074,68910114
2022-04-27,AAPL,Technology,190.3472,192.216,188.661,189.7271,80615395
2022-04-28,AAPL,Technology,187.5889,189.7111,183.5277,188.0884,52336385
2022-04-29,AAPL,Technology,187.4454,189.6996,186.2727,186.5843,66710237
2022-05-02,AAPL,Technology,187.01,190.3151,185.943,187.4496,44365086
2022-05-03,AAPL,Technology,182.3756,186.5829,182.4676,182.709,64627853
2022-05-04,AAPL,Technology,178.9044,181.5114,174.9993,178.2185,65133165
2022-05-05,AAPL,Technology,175.6234,180.2468,171.6529,176.0078,106322661
2022-05-06,AAPL,Technology,175.7908,178.5089,173.7572,175.4118,59213230
2022-05-09,AAPL,Technology,177.3405,177.8516,173.5636,176.4756,65160451
