Date,AAPL,AMZN,BAC,GLD,GOOGL,JNJ,JPM,MSFT,TSLA,XOM
2021-03-11,26.08700890399821,37.60319651228334,25.43202356791298,12.063254114399829,27.99694901772327,15.31893693656475,27.07197533820028,24.92760624509423,63.02894816330576,24.90110634047841
2021-03-12,26.58637472546105,37.60316737387207,25.497058458366652,11.769525664841797,28.934137517668123,15.356713042511627,27.145065684745624,24.886488474967518,61.74166199809967,25.20365425782564
2021-03-15,25.125144185707487,37.62773785515586,25.580411238107065,12.7630085713357,28.680052200846063,13.916051362025483,28.22280936816961,24.425073351728873,60.79478540806041,25.046432344410235
2021-03-16,25.125705976929336,37.61579760723963,26.307217325966587,13.115158063303447,29.690385668615914,13.711094209506335,28.42805303249522,24.5387986718376,62.58445694794759,25.076016284164947
2021-03-17,25.11513140585767,38.15716961978983,26.696100853909222,13.473346117380517,29.585093797793014,13.723891748285427,28.85442095251299,27.66714328276067,55.87175879083708,29.71166691806648
2021-03-18,24.86114605038818,38.10257564909795,27.902776253736693,13.522829917645582,30.108627661515513,13.731991742237042,28.96176226040715,27.595512182658794,59.52181296461943,29.713075390475836
2021-03-19,25.70138059229014,36.892291325650525,28.28642659354477,13.323122739527623,30.696135811159035,13.87386741075732,30.49015995971927,27.136954769790812,60.95533745669347,29.80578668615998
2021-03-22,26.337643744814066,36.91709044411602,28.63295604739467,14.626892629177696,30.860585930146158,13.784678893957803,29.02523561570969,27.06621278846005,62.680582918882564,27.855290283389117
2021-03-23,26.063492245395214,36.87043544268576,27.771836825412066,14.214994590924542,31.7366214537625,13.796719119937343,29.608030380092902,28.208870839093976,61.22371855719826,25.85008295470364
2021-03-24,25.902963525654194,36.94205206803019,27.874657920404744,14.337435769413812,31.84216516048522,13.43267378759419,29.827210135148245,28.44046694312265,60.98076299584194,25.659037692063546
2021-03-25,25.94771595998172,37.59709998456419,27.869796001128933,14.357535543293167,31.89557900957466,12.823999011989454,29.825577755691462,26.633238566611382,57.698714376389596,26.54899234882552
2021-03-26,26.605202372292563,37.793289743064975,28.22895757223913,14.358163832277437,32.68153036395026,12.112963445111044,29.676560768657893,26.65112264346726,62.44591949534056,26.76873328342776
2021-03-29,26.550520249693534,37.284290258011296,28.852049213794768,14.405661622877053,32.473646157090904,12.495277441069472,29.61626026324694,27.17108699155897,62.644802927517226,26.571244893393352
2021-03-30,24.33052847619201,37.386034494092144,28.682935703679608,14.20382794728753,32.431650459592426,12.094318606721874,28.431042742051766,27.369436763971905,62.273284709840624,26.65669647224932
2021-03-31,24.777484214288613,37.504871989887626,28.69519636304123,13.645734360202225,32.66118805012523,12.059483991294085,28.84012157230604,27.09205957206342,62.44429682908276,27.084775943101153
2021-04-01,24.91920653389753,39.137777379842284,28.472282297246682,13.981559725934787,31.434464464790047,11.984895916312945,28.679761352982624,27.460513663745516,60.99736207743322,27.160396632040307
2021-04-02,24.9073904478703,39.17899440014275,28.893978531198844,14.162923342413853,31.29886204185138,13.610071932788706,28.801114242449007,26.893865081368478,60.663519728596526,26.587520482710726
2021-04-05,25.628527985160666,37.81287041202353,28.839470403575096,14.11032486476474,30.163926102393024,13.77057048703804,28.628943829735903,27.896362880046443,59.840981934204606,26.18274371586114
2021-04-06,25.56255101963414,38.27449460035741,29.94791308039909,14.04752740105994,30.40002506290063,15.227104608168645,28.155772198090173,27.662996787591133,59.20867675560568,26.221911959827942
2021-04-07,24.29901199862556,40.23844945676721,29.60749171949185,14.25090386372787,31.100407815149865,14.305142636671956,28.10532117621898,26.58314634386435,56.78106097439927,26.45449623948073
2021-04-08,23.380294938138935,35.72863570902341,29.641979835830394,14.530877842913853,31.52020767556896,13.929270491320352,27.393158585302874,26.124255333230938,56.64679867694379,26.436813843031437
2021-04-09,23.597625525438577,35.943170826330515,29.640860088008665,14.550352553141918,30.802086528157048,14.075649651094531,27.504406493180632,25.83708450480337,58.112079674231346,26.40379104160409
2021-04-12,23.335658836459043,36.032948758508915,29.577929873960258,14.59359372651722,29.65285291610769,15.334843953168395,27.59859573752752,29.01599021409003,59.27251211452822,27.31335350071881
2021-04-13,24.724466650574158,38.078607986948604,29.583140341794152,14.651236925387161,28.560631779464906,15.939286748988524,27.676512399101895,29.168549984530518,59.40369347882015,27.813323028084973
2021-04-14,24.716532235139727,35.87042716746879,28.595230564906473,14.511132544466948,27.34619026781501,15.972367927101702,27.27678276089974,29.442074301762254,57.78092902133514,27.066843303013655
2021-04-15,25.93581873959495,37.62000695804772,27.052900467291813,14.473416585487739,27.35032078108079,15.812166054666394,28.09068941307001,30.322030439268282,60.647050514939096,26.92626321373453
2021-04-16,28.42439669488507,37.30992194408117,27.326923982542635,14.583405680943645,25.63301480608104,15.893071931177705,28.071347877994718,32.481264656930634,60.260748368328606,25.22247131289228
2021-04-19,28.4066212737175,36.91176167882049,27.554222874592455,14.89953969250985,26.015176820614837,14.58906215153747,27.488495847884586,32.87153261686511,63.31317181136564,24.82742949956386
2021-04-20,28.25185431524225,37.939920360684596,25.731386973028886,14.8406361946209,26.026080947574343,14.778427625235022,26.70357371407136,31.887686741875644,63.98061164075741,26.286626754206804
2021-04-21,27.85027808364915,37.52836371272474,26.591201381859086,14.557086038069231,26.02774865623688,15.039822609555298,26.570841759191417,30.847845074223656,64.45076084011446,25.990039407418287
2021-04-22,27.80939889230252,37.60170165708321,23.871290692347014,14.624293548896523,26.481547968228234,15.834781126581781,25.22309877486395,31.800557536517605,63.995129503765426,25.836115368569473
2021-04-23,28.243532464924115,37.61965730436877,23.48048290901496,14.752281634736782,25.964937978510765,16.166614428648955,25.346045873549468,32.03255594287005,69.73223870317642,25.787317172979645
2021-04-26,28.235013285856645,37.684166074614,23.60228954986699,13.650846782904107,25.496352302538313,16.614654525998738,21.6089276175637,33.13362160258328,69.2009222838464,25.922507640674898
2021-04-27,28.195186684215795,37.2558331089184,23.08554622680913,14.340137155876672,25.22146976822151,16.721686816120947,21.885598261460647,33.012543205654495,67.64543168199785,25.949833896923874
2021-04-28,28.85953467225948,37.05028129748314,22.934048686104646,13.928147781997355,25.37119473327733,16.78493941956038,20.99171039577193,30.568344776962352,68.79927345545161,22.17823524322097
2021-04-29,28.92387979097294,36.40017245762749,21.892034698142602,13.91553834452463,25.27408914998433,17.084610339183822,20.38096613689015,31.31250908328047,65.13845219457217,22.36389905225319
2021-04-30,28.824198074405512,36.41960430717212,20.619779420737885,13.57804656584645,24.99031827823581,17.052416704264346,20.567965421791847,31.30979241624387,62.754868541620354,22.38937495070978
2021-05-03,28.523616421245958,36.33553938885434,19.97828906179608,12.190699336052965,24.696060506743343,16.958174613403635,20.03598985961655,31.287360318183655,61.24858169421863,22.37346344276128
2021-05-04,28.57831629270996,36.36053014334804,20.00767733876197,12.220576703553766,23.726614904610305,17.08530537757036,19.57276591821388,30.182251302999873,61.29251403263527,22.415795375837195
2021-05-05,28.55530735752636,36.511737659103986,21.822473710229577,12.129375821501789,23.8600607804045,17.044134310099775,20.214660229067377,30.040264242072322,61.76124174382842,22.85262626822343
2021-05-06,28.67550710214784,35.52614373631467,22.11629594681042,12.134570580568578,23.78416939740563,17.097825735915595,20.072184228385883,29.941267173165148,60.938344843297834,22.358643992449117
2021-05-07,28.34506114775589,35.955884089051104,20.653233537013584,12.750592105433151,22.76885051378853,17.162139636614533,20.24969551329594,30.128561558625716,57.11077919751927,22.972580221501175
2021-05-10,28.222571391101514,35.869032775618216,20.505433580139492,13.459899592084707,21.74665021943211,16.237387420788323,20.170009527387805,31.34798830228282,57.4367934216216,24.41106663257833
2021-05-11,28.61159349295844,35.87503761861859,20.954636826939378,13.76026372931421,21.776421423384054,17.036403682985547,20.10938233002087,31.264422609855107,57.83102089950207,26.51023069493874
2021-05-12,28.218435096253163,35.99180564958637,20.635369064162433,13.861748275005597,23.121415156897758,18.14331288077859,19.505706724050103,31.365270104008168,57.52019136101073,26.15543847178851
2021-05-13,27.462663889866363,34.863470716712555,20.67913259788713,13.0346051539017,24.109685300574274,18.5281863704933,19.504833746565296,30.852658935714057,57.27437620465551,25.943629735322148
2021-05-14,27.317423214136475,35.486497419665,20.984136117775446,12.66407518584173,24.00995201367977,17.84111731645022,19.956913908161194,30.836344566315894,57.443768722542146,26.815397598731288
2021-05-17,27.54744877235921,35.81469548866114,21.34765509331721,12.688693602526266,26.0305068112972,17.910871818085827,19.574039362357475,31.152331253503206,58.279012585684676,28.684696810233863
2021-05-18,27.595216007752988,35.95365624085547,21.437907763505414,12.410114869084943,25.252216324974864,17.06467793435034,20.626856743691835,31.099430671800764,58.18750166986628,29.650107427552413
2021-05-19,27.09559007984214,34.19851171819335,21.346857377739507,12.288649061155265,25.021052136819844,17.0763903990145,21.510028172531293,31.069312335852256,59.64430776776061,30.93330518961453
2021-05-20,27.012882605559597,34.83819582295546,21.729420048209924,12.1524312977226,24.457560051578138,16.55220559430692,21.802339367777503,30.7350397558504,59.688811042256376,31.373492139072013
2021-05-21,26.84068533877045,34.93714715286719,21.60722260132025,12.456348870474738,24.357143954217293,17.705341791668115,22.78052772684224,30.9262586492048,58.22351525094058,31.394670911587184
2021-05-24,27.694776462443677,35.779296404034824,21.63444762986503,12.449822070717728,24.481474070217704,16.937603931207413,23.029234292689054,27.935990659763714,56.14482143188041,30.55287627687479
2021-05-25,26.300872029043425,33.865991777720836,21.400013287389353,12.29784899113458,24.73751025805574,16.393484207840494,22.921764436998888,27.92205201008833,56.245035165612535,30.505278836088827
2021-05-26,26.31001649991736,33.102334469313725,21.829239154611326,12.614483692834991,28.013977598828475,16.482534522290653,23.775454924212017,28.531757472478137,56.69213488953106,30.563233039644324
2021-05-27,24.778074859428354,29.92329994649029,21.89228713925396,12.583892096326768,27.996640054213685,16.531466658818488,23.498401211492904,27.17913643016217,55.234157777152845,30.473508630529473
2021-05-28,21.207704549158535,30.430028952460326,21.780458564800234,12.309950119587677,29.255306944581182,16.22103975408989,23.18302880076066,23.42906003644581,58.127530228240985,30.429582348797517
2021-05-31,20.76853527575054,30.464409316247405,20.867370828365225,12.096495686763806,30.188087239176436,15.954875703788968,23.105130702111673,23.336919912426797,54.52959725195642,30.295167202481792
2021-06-01,23.371425296667656,32.15387915910999,20.327515980153148,12.152704504035897,30.438355284099185,16.881477973737162,22.683050303239973,24.72731999944511,54.0015390589208,29.730782328610605
2021-06-02,23.398428481499273,32.15740018380198,19.99879894072335,12.14703925790431,30.558838839846747,16.79768945864131,22.055225015764222,24.754473584441744,52.050029379112615,29.425794605947296
2021-06-03,23.45292874412559,29.335065944589942,19.980894777769286,12.21585550500293,29.88123776972281,16.349172817085318,21.202265047262948,24.508578099438058,52.28142479850351,28.499006675218947
2021-06-04,21.116298331008963,28.88759769131272,20.7177773261571,12.699391626596935,29.79280302832058,17.844056081167317,21.612534566199844,24.628144362183136,42.91625448888519,29.182318111735633
2021-06-07,23.289260837179533,28.871435885470643,20.659455833140772,12.685840211211637,29.533376916459257,17.471701778040423,21.609048731023314,23.80176607791478,44.28904082338098,28.180369417564926
2021-06-08,23.16802486640192,28.850909900341204,20.58338139020411,11.868511490892528,29.864065674024502,17.478229613124597,21.805744451214753,23.170063140693255,44.30011132344107,28.155631564934797
2021-06-09,21.57207470713774,29.469229225800536,20.346750103496845,12.413845076747016,31.368936928418016,17.47038969330412,21.840857926117703,23.72410142917048,43.63350146115559,29.419324597039747
2021-06-10,25.402859904251944,29.780579371305183,20.37865180959402,12.413805029548277,30.95745177271817,17.60831179400513,22.06111694860956,22.62627846112229,43.63197115423046,30.215851349787897
2021-06-11,25.086077594801033,33.02959867404331,20.736566565711936,12.430718776012094,31.690566741324623,18.67987866449256,22.11997460466496,22.56844098022248,44.78873265860856,30.224524016288868
2021-06-14,25.009929869100368,33.501974966915036,20.56720036573445,12.107997643238768,32.44300032950951,18.728854935667524,23.110103533444885,22.561925476650575,44.84850009640028,30.582538403626426
2021-06-15,24.514591554907412,33.486287698811196,20.56719842462136,11.9806566172961,32.75097472542324,18.688161437114083,23.035860360683074,22.676243799439103,45.03963682558952,31.439231067132628
2021-06-16,25.127660083940917,34.3323192974402,19.056967482929156,12.04945132022201,32.827110234076315,18.64596628725244,22.50716058552789,23.544608928089875,48.11615314405272,31.424805908547405
2021-06-17,25.798266338585496,34.506375825251446,18.87775928687005,12.088197815103753,32.94049560925673,18.609528976811585,23.06694244173426,23.75018431961459,55.101360870048644,31.19938907038638
2021-06-18,25.96878444240529,33.97270946412686,22.16772490196325,11.672433988782286,33.9653017087955,18.52912530636069,23.164132809772788,24.142910110513494,53.88548979213549,31.422768730839024
2021-06-21,26.307215169330462,35.26614056550201,21.990123734123635,11.219083437861032,33.91209173692775,18.723297486371827,24.661846416469746,22.156305383853393,53.808810939966214,30.71986136983628
2021-06-22,26.190298903794197,35.953114002685325,21.6922681229781,11.08794929485485,33.70902686862306,18.158727164387408,24.895666753724807,22.417924881027275,53.189342714095254,28.25598364205212
2021-06-23,27.025547628153788,37.565281088877505,21.200509873351113,11.452765905389983,32.97984692456023,18.425659785866284,26.151812278373686,22.426257946350866,54.22341947202754,28.287201803316503
2021-06-24,27.968465403225224,37.09828451844054,21.494586329451373,11.716877206728068,32.052163300337746,18.39772460515396,26.253260131466842,23.332619868945145,55.63724114421039,28.865536430798926
2021-06-25,28.07313916575395,37.18271738600307,22.42892303214884,12.325676670486633,32.396947921804085,19.24261376695999,26.20010992357057,23.157574993017107,55.55011260297685,27.058972745806102
2021-06-28,29.13525888333884,37.02617699456862,22.943996881285113,12.547700900280716,31.22653007419876,19.2260108850972,26.7286642259969,21.937588580423796,53.22776091229859,25.930520798895706
2021-06-29,29.695372189770275,36.16877434748227,21.94365023585432,12.891705279394374,31.407922445031023,19.429901475756616,25.68366417072476,21.984449869395657,53.28634029675337,25.394322932172713
2021-06-30,29.87135584020747,36.63673334928968,22.09706393771771,12.423421098841038,31.00501183427305,19.51272500993992,25.436841467389666,22.390163677472728,51.72938865817011,24.329022323797005
2021-07-01,29.870661004008802,36.29321779341341,21.687610645533596,12.389540759852492,31.000975671161513,19.35205860268193,25.8734836542883,22.449378409297942,51.71386596208838,25.472328701509984
2021-07-02,29.97850284948281,36.00228037454246,23.72340605178886,12.244116489127888,33.30114201088261,18.014438538263637,24.78173173039873,22.182627721858868,52.99043260729472,25.241885678285886
2021-07-05,30.172668738361207,34.45479692569209,23.635918427021288,12.417105199204885,33.175683752578266,18.567440725397518,25.019456554137133,22.187969128749472,53.11092555381967,24.906444609136567
2021-07-06,30.066376735665123,34.239915844886205,23.639265946810603,12.35810301715806,32.80717695433512,18.096518675760613,25.08998276572117,22.144110278140705,53.011703731716764,24.772553564112204
2021-07-07,30.57094459610392,34.47573954940938,23.212343896715353,12.138940727200271,29.619033364204522,18.52579389156885,25.09189299082861,21.55053108914996,52.76781592450659,24.702216210874788
2021-07-08,30.303970282068178,34.571494888867086,22.80186137188801,12.11659492060075,29.998911750974987,18.52695549578886,24.50585782880786,21.18270611329363,49.43727624485106,26.743265862406673
2021-07-09,30.731200466371916,34.945863050384986,22.623038638168016,12.116793973139668,28.64162469764076,18.707798179373782,25.08902616677895,21.298689044700826,46.08328657411921,28.082462524356277
2021-07-12,31.66194916491175,35.62995172032905,22.62590403452533,12.344031501704317,27.663102084643448,19.488369853730987,25.06717345799949,21.53292941479199,45.89939727078766,28.11879837106795
2021-07-13,30.452198634169235,34.62310196247534,22.975561200601017,12.32217067499512,28.422948739164433,18.675787626380025,24.9084766495099,21.246270337790417,45.91874594891078,28.451616003287278
2021-07-14,30.48548078218615,36.35345114777008,22.61388350199569,12.841192019934047,28.34551190244669,19.363873381734283,24.319821434809686,21.36756080421069,46.40987548506194,28.55831964645138
2021-07-15,30.75933689843645,36.365780312153646,23.283524245320923,12.401369865454951,29.712309247499913,19.412761431629935,24.748942037379294,20.994403107484654,47.04245495257063,30.86229929987736
2021-07-16,31.431990419775225,36.34534649953912,22.582401649331967,12.639687425349704,29.91396116608821,18.072041795696386,24.61144979790422,20.812134378227807,52.630019579514375,30.764122646168985
2021-07-19,29.74911684660758,36.30350398024888,22.34405312136921,12.654907536536111,30.107052671000524,17.95718884845286,24.932306936904098,20.309017596681233,52.100968776497716,30.596705478309683
2021-07-20,30.46750966294543,36.38576681157259,23.45644101955505,12.517344260389379,28.783586649832888,18.7748051019254,24.890848086067905,21.085913884119748,55.070954361479096,30.59791661580459
2021-07-21,31.724337374511386,36.66754941182131,23.60247256101702,12.70219460288245,27.287539008749178,19.677345159606073,25.35254716757411,20.597648683653034,55.94980264025183,29.348977563329044
2021-07-22,28.907759408467015,36.38090106087595,23.645928629742485,13.512315296793165,27.667690426493195,19.642385930334036,24.977170507466965,20.68966781355646,56.013867518003714,28.752619264473978
2021-07-23,28.93913035107255,33.752120076196576,22.979959021692434,13.512217364473234,26.599742960169394,18.582787964758086,25.081758145904224,20.654917087790533,54.96420710724833,28.751741531812915
2021-07-26,29.201304307262593,33.39971678350183,24.01215799905373,13.65999520476698,26.104717421504542,18.918521462720413,25.72445139900328,20.818184235059057,55.24641115867309,30.310892935355593
2021-07-27,29.890787440314014,33.753701488171636,25.264049600969795,13.606260527968594,25.940271566741874,18.92569040934284,25.661343192780866,20.831973735871497,55.297993662376285,30.11378841847865
2021-07-28,30.06015957315703,33.03590539180628,25.422675410864272,13.365259800950161,26.541257514372735,19.832024120971983,25.667847939133342,19.73599821781537,52.57745616492981,31.81823829774526
2021-07-29,29.531089308260228,32.720654894988726,29.145067035856865,13.370410134606422,27.057483465920185,19.87494530928639,25.149296741389836,19.532534998281392,47.342268919002265,31.81326837474763
2021-07-30,29.264502988344166,32.494259378062374,27.38839415384054,12.020032001025214,26.060169521528838,19.89029247742751,25.127078408073146,18.868010042084105,50.56021884885868,30.30556946374563
2021-08-02,28.937792916924067,31.971267032093937,33.968913410318706,11.869870442114626,26.32921930814005,19.785580950255856,23.739260689791596,18.641254590284408,54.402093911674285,30.315404831237835
2021-08-03,28.705385299823533,32.336374182595,33.94049601360926,11.724962429098955,26.32012118468393,19.547722521226945,23.376579675178256,21.177762617217574,56.59179166542633,29.961548409793554
2021-08-04,27.734489086964338,30.57996518831308,33.6328957641812,11.646044058018898,26.23405356116913,18.014154735944015,23.237925415771272,21.054537406250155,57.36740791373798,29.384821357427025
2021-08-05,26.94100099010141,32.01562967449865,34.12629808911657,11.155016595006996,26.639155009810594,18.120651237874068,23.412851620056767,19.62345774978068,56.69018669230549,27.976392503199456
2021-08-06,26.777521554216683,31.92868263896177,33.02563983631964,11.08575346292539,27.68756337016438,17.024650211729224,22.87605187649534,19.30047319751172,56.9648973043605,28.337763576234682
2021-08-09,23.931444981230474,31.954846925483775,32.248668930734986,11.72936174027774,28.16232075867387,17.085760248455458,23.063550647929272,19.481208125137854,56.95785866816543,27.87629635912167
2021-08-10,25.815369723756255,31.902069838924547,32.313780366289805,11.397416441205309,28.21041653245941,16.821993508355508,23.082388826037487,19.49380128694946,56.93153562767951,28.91148846880552
2021-08-11,25.853810802325295,31.32163328575531,32.30225274754072,11.4941516724214,28.069951573041497,16.61274310240163,22.82583808148281,19.32503733195487,57.23706156535038,28.278977548548777
2021-08-12,26.494644095104587,32.012818935045736,32.26750486596928,11.981838874155356,28.086232468513746,16.28687589927862,21.459933378849428,19.504538050089064,57.23793699498959,30.221301174760868
2021-08-13,26.694882351916576,33.70199884958972,31.29704620902688,11.991655247277464,26.143113426116336,15.863369345489234,21.942854093199237,19.451269066878098,56.998670207072166,30.758207193287163
2021-08-16,25.952543155984902,33.389555694320386,31.356691018450423,11.862942720524696,26.165945408844514,15.921504821268156,21.474384232233646,25.157446788872434,57.3355113598866,31.14797612416979
2021-08-17,26.311606706101266,33.84604414616594,31.33835593357653,11.881966623329687,26.65836033849714,16.30884153225514,21.617247128193426,25.111231115444888,57.34761628163335,31.10338559833498
2021-08-18,26.39497836011711,33.367982771186725,31.441710396253058,12.390673904970644,26.776965098278506,16.20528075286961,21.028507420780628,24.733483196953387,57.451101221996595,31.071325729356968
2021-08-19,26.67237756921225,33.32316261294119,31.43039453080413,12.422594383134907,26.964520739956342,16.113500021773845,20.71217456459924,25.656193948998425,57.43232984600236,30.037276071699566
2021-08-20,26.640069511883425,33.05345429851885,31.380651116062957,12.928835325283835,26.854194407866967,15.919985418530022,20.20732121657352,25.48437460733074,57.60826201465103,29.275901185318382
2021-08-23,25.49707608929335,32.346167934190824,31.391051514134432,12.736033021318406,26.850264242323036,15.561511060144442,20.264182060435385,25.701744095469532,57.708936488120656,29.660311869977125
2021-08-24,25.427737609984092,30.889891045401175,31.586686210926413,12.655677768287385,25.72173540805578,15.566704109146823,20.536221553473048,24.525336013914146,58.19027466167598,30.33795837171117
2021-08-25,27.012484874478986,28.926409609961617,31.591351239189315,12.34557805277777,26.828550901799385,16.14887672968711,21.129291456454535,25.12212917812115,59.75486232364846,30.61948900741408
2021-08-26,26.854735970878103,28.924780718711446,31.755190636597142,12.947252284335567,25.607189534044274,16.13985341098477,20.47286161587993,25.089053193668054,60.2389056548394,29.144065181089935
2021-08-27,26.286376516718274,30.00286400950688,31.54947430212337,12.811755433438144,25.392061684491086,16.26327961813966,20.462404484008854,25.019887269525615,57.327190104114976,29.651382406934978
2021-08-30,26.82193725085396,30.1241286569527,32.02996011462066,12.905825228935091,25.416032806653583,16.34059284949227,19.85682832121066,25.249776969870265,60.209019418732446,29.62824052244391
2021-08-31,26.421189045753323,29.869183782370897,32.21596734272712,13.321299231335454,25.91643363266848,14.97265443259872,20.584657533143748,24.955596193631266,59.34956010879577,29.69107801828534
2021-09-01,24.910927838770476,28.941983172595386,31.9558103678929,13.09893566052373,25.93956311532843,14.25246206614057,20.067412373046093,24.79153569934326,62.039215082173335,29.87137012917073
2021-09-02,24.942303515313462,29.284212389296382,32.365703389094314,12.498330697236284,25.6394913201758,13.934582393465922,20.90206289868381,25.4162527975226,65.72295437573133,30.04879540205174
2021-09-03,24.94571481438716,30.083250528287724,32.37335709123765,12.827360009774774,26.511726314746557,13.901675272258302,20.18020081321285,25.58335081979096,65.38087881159382,30.061577746753738
2021-09-06,24.98232331612516,30.084468256524367,32.311009454551666,13.640241712041048,26.213594358003316,13.1919545117866,17.791585234146453,25.437392777149903,65.34854806347134,28.55294953909037
2021-09-07,23.942319160744567,29.643562349848864,31.494423114941185,13.890900444875392,26.192594578266583,12.970306266307283,17.73296117823537,25.401565602092685,67.44536753161577,28.393344941250003
2021-09-08,23.575939285320633,29.47302475573903,31.437101688592016,14.297401542520719,25.069922717752473,12.234371755020721,18.084422000738986,25.368271383033182,67.41119975397073,26.458847469380885
2021-09-09,23.65328049546677,29.62281755261032,27.327602069560115,14.292227237369518,24.71187067442567,13.288670701588762,17.968717828021603,25.382412075118825,65.8846112145621,26.51177637999779
2021-09-10,27.07007886408838,29.370562929812387,29.164511075895238,14.628048900719207,24.273361728060326,13.574793103754596,20.182476917866126,26.312828743240267,63.35137065147217,26.594496213194578
2021-09-13,27.129734239460255,29.214743460859427,21.495377198968086,14.727670236618396,24.918343880025645,13.57791888535026,20.128384345117002,26.378746566769774,60.578898011063586,26.525530614608666
2021-09-14,27.779714649135702,28.76459488622256,21.29451806761231,14.717699089385619,24.862052692010078,13.64111706293948,20.288523392253804,24.096647605206694,58.66713506599701,29.556736798172313
2021-09-15,28.219942628507848,27.869097790143567,21.164059343198815,14.723018157552323,24.8328176781309,13.925350090619842,19.44763811064795,24.07203837849594,57.834548554389755,29.556083878578647
